"term","estimate","std.error","statistic","p.value","conf.low","conf.high","model"
"factor(entity_year)Bolivia__2017",-3.31235157023113,2.42969084039008,-1.3632810871112,0.173586515330905,-8.08939776889583,1.46469462843357,"M4_country_year_pair_FE"
"factor(entity_year)Bosnia and Herzegovina__2017",-2.88721868208981,2.42969084039006,-1.18830702001012,0.235441189175651,-7.66426488075447,1.88982751657485,"M4_country_year_pair_FE"
"factor(entity_year)Bosnia and Herzegovina__2021",-3.78459135263191,2.42969084039009,-1.55764317406913,0.120135225989089,-8.56163755129662,0.992454846032796,"M4_country_year_pair_FE"
"factor(entity_year)Brazil__2019",-1.22343119883041,2.42969084039007,-0.503533691814877,0.614875586807526,-6.00047739749509,3.55361499983428,"M4_country_year_pair_FE"
"factor(entity_year)Brazil__2020",-2.59725547531669,2.42969084039007,-1.06896541409347,0.285751551445686,-7.37430167398137,2.17979072334799,"M4_country_year_pair_FE"
"factor(entity_year)Brazil__2021",-4.22299183491729,2.42969084039009,-1.73807785118838,0.0829924985549818,-9.00003803358199,0.55405436374742,"M4_country_year_pair_FE"
"factor(entity_year)Burkina Faso__2019",-7.6112888089492,2.42969084039008,-3.13261616763029,0.00186442611670223,-12.3883350076139,-2.8342426102845,"M4_country_year_pair_FE"
"factor(entity_year)Burkina Faso__2021",-5.2325928630257,2.42969084039008,-2.15360439116016,0.031888283160841,-10.0096390616904,-0.455546664361012,"M4_country_year_pair_FE"
"factor(entity_year)Cambodia__2013",-4.91565805909856,2.42969084039008,-2.02316195022959,0.0437434525898581,-9.69270425776326,-0.138611860433873,"M4_country_year_pair_FE"
"factor(entity_year)Cambodia__2014",-2.62166847873767,2.42969084039008,-1.07901319589976,0.281253886182556,-7.39871467740236,2.15537771992703,"M4_country_year_pair_FE"
"factor(entity_year)Cambodia__2015",-1.92140229787423,2.42969084039007,-0.790801144710969,0.429544389138526,-6.6984484965389,2.85564390079045,"M4_country_year_pair_FE"
"factor(entity_year)Cambodia__2016",-1.74677748331354,2.42969084039008,-0.718929937206783,0.472617949167924,-6.52382368197823,3.03026871535115,"M4_country_year_pair_FE"
"factor(entity_year)Cambodia__2017",-5.64079286533131,2.42969084039008,-2.32160930582662,0.020772508137083,-10.417839063996,-0.863746666666612,"M4_country_year_pair_FE"
"factor(entity_year)Cambodia__2018",-1.29372024877523,2.42969084039007,-0.532462907325086,0.594710999175263,-6.07076644743991,3.48332594988945,"M4_country_year_pair_FE"
"factor(entity_year)Cambodia__2019",-1.00709906822464,2.42969084039008,-0.414496795840477,0.678739968717585,-5.78414526688933,3.76994713044005,"M4_country_year_pair_FE"
"factor(entity_year)Cambodia__2020",-3.21197932246739,2.42969084039008,-1.32197037955319,0.18695886188301,-7.98902552113207,1.5650668761973,"M4_country_year_pair_FE"
"factor(entity_year)Cambodia__2021",-1.51495217289727,2.42969084039006,-0.623516435800555,0.533312513343782,-6.29199837156192,3.26209402576739,"M4_country_year_pair_FE"
"factor(entity_year)Cameroon__2013",-1.04448285673976,2.42969084039008,-0.429883028481135,0.667519992413444,-5.82152905540446,3.73256334192493,"M4_country_year_pair_FE"
