"entity","year","strategic_present","social_present","strategic_aid_usd2021","social_aid_usd2021","coverage","strategic_share_of_two_family_aid"
"Bangladesh",2015,TRUE,TRUE,428137745.614069,5096846.52682163,"Both families funded",0.988235365736529
"Bangladesh",2016,TRUE,TRUE,1475691890.28945,409926346.102306,"Both families funded",0.782603743328913
"Bangladesh",2017,TRUE,FALSE,789809099.825889,0,"Strategic only",NA
"Bangladesh",2018,TRUE,FALSE,6363204003.77473,0,"Strategic only",NA
"Bangladesh",2019,TRUE,TRUE,2545740003.36741,449425.844904855,"Both families funded",0.999823490805614
"Bangladesh",2020,TRUE,FALSE,2743589391.79181,0,"Strategic only",NA
"Bangladesh",2021,TRUE,TRUE,1506547500,55800000,"Both families funded",0.964284514168583
"Barbados",2013,FALSE,TRUE,0,31585.0234613153,"Social only",NA
"Barbados",2014,FALSE,TRUE,0,35935.8547316028,"Social only",NA
"Barbados",2015,FALSE,TRUE,0,5667491.62637371,"Social only",NA
"Barbados",2016,TRUE,TRUE,11217642.8294054,27748.9059464239,"Both families funded",0.997532419803644
"Barbados",2017,FALSE,TRUE,0,5421751.02878368,"Social only",NA
"Barbados",2018,FALSE,TRUE,0,277788.93878822,"Social only",NA
"Barbados",2019,FALSE,TRUE,0,140445.576532767,"Social only",NA
"Barbados",2020,FALSE,TRUE,0,134587.705021364,"Social only",NA
"Barbados",2021,FALSE,TRUE,0,650000,"Social only",NA
"Belarus",2013,TRUE,TRUE,456341735.613347,27518963.4633241,"Both families funded",0.943126268540022
"Belarus",2014,TRUE,FALSE,32936083.1344025,0,"Strategic only",NA
"Belarus",2015,TRUE,TRUE,763099835.194418,37496327.6955205,"Both families funded",0.953164492370075
"Belarus",2016,TRUE,TRUE,1653126311.70185,71839101.2838889,"Both families funded",0.95835330914865
"Belarus",2017,TRUE,TRUE,202566122.907638,85639845.2996386,"Both families funded",0.702851936646756
"Belarus",2018,TRUE,TRUE,761411054.247921,229900134.479645,"Both families funded",0.768084798099836
"Belarus",2019,TRUE,FALSE,82674076.7823996,0,"Strategic only",NA
"Belarus",2020,FALSE,TRUE,0,21733.6480664587,"Social only",NA
"Belarus",2021,TRUE,TRUE,19550000,45373643.4108526,"Both families funded",0.301122964961822
"Benin",2013,TRUE,TRUE,239066408.593717,17902298.9295124,"Both families funded",0.930332766576669
"Benin",2014,TRUE,TRUE,6053394.72953849,1796792.73658014,"Both families funded",0.771114671549554
"Benin",2015,TRUE,FALSE,237148050.607728,0,"Strategic only",NA
"Benin",2016,TRUE,TRUE,71078560.6845641,22034353.8122148,"Both families funded",0.763358778625955
"Benin",2017,FALSE,TRUE,0,115915888.77658,"Social only",NA
"Benin",2019,TRUE,FALSE,54348453.2150965,0,"Strategic only",NA
"Benin",2020,FALSE,TRUE,0,1968323.53461576,"Social only",NA
"Benin",2021,TRUE,TRUE,840000000,1800000,"Both families funded",0.997861724875267
"Bolivia",2013,TRUE,TRUE,13576021.9752398,5076164.48485425,"Both families funded",0.72785150439523
"Bolivia",2014,TRUE,FALSE,1107095.23140848,0,"Strategic only",NA
"Bolivia",2015,TRUE,TRUE,552608490.460676,9820466.77739824,"Both families funded",0.982539187125742
"Bolivia",2016,TRUE,TRUE,681630450.954316,64977267.0755006,"Both families funded",0.912970003515413
"Bolivia",2017,TRUE,TRUE,456480323.493346,4839820.25948809,"Both families funded",0.989508760185245
"Bolivia",2018,FALSE,TRUE,0,57674008.9507915,"Social only",NA
"Bolivia",2020,FALSE,TRUE,0,202542.598754268,"Social only",NA
"Bolivia",2021,FALSE,TRUE,0,8379500.5,"Social only",NA
"Bosnia and Herzegovina",2016,TRUE,FALSE,338565227.451569,0,"Strategic only",NA
"Bosnia and Herzegovina",2017,TRUE,TRUE,797877329.586322,6480088.35896265,"Both families funded",0.991943770002748
"Bosnia and Herzegovina",2020,FALSE,TRUE,0,270949.124127192,"Social only",NA
"Bosnia and Herzegovina",2021,TRUE,TRUE,467422355.294117,1838058.82352941,"Both families funded",0.996083072920213
"Botswana",2013,FALSE,TRUE,0,15240798.7898677,"Social only",NA
"Botswana",2014,FALSE,TRUE,0,21593.295287121,"Social only",NA
"Botswana",2015,FALSE,TRUE,0,13350452.4417936,"Social only",NA
"Botswana",2016,FALSE,TRUE,0,14215712.1369128,"Social only",NA
"Botswana",2018,TRUE,FALSE,363752.908147005,0,"Strategic only",NA
"Botswana",2020,FALSE,TRUE,0,985409.67229379,"Social only",NA
"Botswana",2021,FALSE,TRUE,0,3672148.66425993,"Social only",NA
"Brazil",2013,TRUE,FALSE,232791076.984237,0,"Strategic only",NA
"Brazil",2014,TRUE,FALSE,934179249.226512,0,"Strategic only",NA
"Brazil",2015,TRUE,FALSE,8375881477.1694,0,"Strategic only",NA
"Brazil",2016,TRUE,FALSE,9640702912.45838,0,"Strategic only",NA
"Brazil",2017,TRUE,FALSE,6055231530.29978,0,"Strategic only",NA
"Brazil",2018,TRUE,FALSE,1233826912.14879,0,"Strategic only",NA
"Brazil",2019,TRUE,TRUE,2489881600.40493,57874314.9341014,"Both families funded",0.977284199563364
"Brazil",2020,TRUE,TRUE,130415709.040216,70802084.7731184,"Both families funded",0.648132088960283
"Brazil",2021,TRUE,TRUE,1880000000,190160,"Both families funded",0.999898861293902
"Brunei",2015,TRUE,FALSE,218428494.107151,0,"Strategic only",NA
"Brunei",2017,FALSE,TRUE,0,9218.70525616779,"Social only",NA
"Brunei",2018,TRUE,FALSE,1907237058.78768,0,"Strategic only",NA
"Brunei",2020,FALSE,TRUE,0,255119.562036659,"Social only",NA
"Brunei",2021,FALSE,TRUE,0,18936000,"Social only",NA
"Bulgaria",2016,TRUE,FALSE,174669620.719951,0,"Strategic only",NA
"Bulgaria",2018,TRUE,FALSE,102464403.746309,0,"Strategic only",NA
"Bulgaria",2020,FALSE,TRUE,0,7516.31302606719,"Social only",NA
"Burkina Faso",2018,FALSE,TRUE,0,126110405.063047,"Social only",NA
"Burkina Faso",2019,TRUE,TRUE,34733.8295665708,11734828.1783803,"Both families funded",0.00295115736194078
"Burkina Faso",2020,FALSE,TRUE,0,67765075.1055139,"Social only",NA
"Burkina Faso",2021,TRUE,TRUE,6131318.41379186,7740998.68356987,"Both families funded",0.441982285350003
"Burundi",2013,FALSE,TRUE,0,733839.025688642,"Social only",NA
"Burundi",2014,FALSE,TRUE,0,898396.36829007,"Social only",NA
"Burundi",2015,TRUE,FALSE,1064181.49078715,0,"Strategic only",NA
"Burundi",2016,TRUE,FALSE,94464360.6686773,0,"Strategic only",NA
"Burundi",2017,FALSE,TRUE,0,1200395.98051743,"Social only",NA
"Burundi",2018,FALSE,TRUE,0,544924.873939338,"Social only",NA
"Burundi",2019,FALSE,TRUE,0,44055.6475061392,"Social only",NA
"Burundi",2020,FALSE,TRUE,0,1095754.48535615,"Social only",NA
"Burundi",2021,FALSE,TRUE,0,14761,"Social only",NA
"Cabo Verde",2013,FALSE,TRUE,0,2278570.17476323,"Social only",NA
"Cabo Verde",2014,FALSE,TRUE,0,1771352.37025358,"Social only",NA
"Cabo Verde",2015,FALSE,TRUE,0,13417486.7838569,"Social only",NA
"Cabo Verde",2016,FALSE,TRUE,0,74632488.7187923,"Social only",NA
"Cabo Verde",2017,FALSE,TRUE,0,66030098.5195657,"Social only",NA
"Cabo Verde",2018,FALSE,TRUE,0,25667.2485271341,"Social only",NA
"Cabo Verde",2019,FALSE,TRUE,0,50792.3155244208,"Social only",NA
"Cabo Verde",2020,FALSE,TRUE,0,58633.9426253384,"Social only",NA
"Cabo Verde",2021,FALSE,TRUE,0,900000,"Social only",NA
"Cambodia",2013,TRUE,TRUE,991331923.273711,90242.9241751867,"Both families funded",0.999908976289565
"Cambodia",2014,TRUE,TRUE,430573027.167267,20423221.8077299,"Both families funded",0.954715317801098
"Cambodia",2015,TRUE,TRUE,181482007.946152,196598858.917194,"Both families funded",0.48000844224616
"Cambodia",2016,TRUE,TRUE,345061853.232736,146620536.797431,"Both families funded",0.701798275125463
"Cambodia",2017,TRUE,TRUE,372798352.696804,56274.4515383598,"Both families funded",0.999849071333863
"Cambodia",2018,TRUE,TRUE,1901573565.20515,65841411.9366157,"Both families funded",0.96653404965318
"Cambodia",2019,TRUE,TRUE,2099903984.99223,105771539.601663,"Both families funded",0.952045739084339
"Cambodia",2020,TRUE,TRUE,1023613600.35961,2638137.33449156,"Both families funded",0.997429346779554
"Cambodia",2021,TRUE,TRUE,661000000,121688966.4,"Both families funded",0.844524489773106
"Cameroon",2013,TRUE,TRUE,610906263.727898,337382492.060353,"Both families funded",0.644219664104412
"Cameroon",2014,TRUE,TRUE,427127092.23645,1791.36490169425,"Both families funded",0.999995806031925
"Cameroon",2015,TRUE,TRUE,1043828507.26538,765045901.113685,"Both families funded",0.577059691059899
"Cameroon",2016,TRUE,TRUE,357718499.425025,166676934.439011,"Both families funded",0.682154107996626
"Cameroon",2017,TRUE,TRUE,1080495308.36389,16490685.2127943,"Both families funded",0.984967278242973
"Cameroon",2018,TRUE,TRUE,44106239.5237972,209328945.981075,"Both families funded",0.174033607195988
"Cameroon",2019,FALSE,TRUE,0,113396087.157677,"Social only",NA
"Cameroon",2020,FALSE,TRUE,0,7302607.25665929,"Social only",NA
"Cameroon",2021,TRUE,TRUE,50117647.0588235,21600000,"Both families funded",0.698818897637795
"Central African Republic",2015,TRUE,FALSE,10006162.8764617,0,"Strategic only",NA
"Central African Republic",2016,FALSE,TRUE,0,119471.463718588,"Social only",NA
"Central African Republic",2017,FALSE,TRUE,0,356374.874600579,"Social only",NA
"Central African Republic",2018,FALSE,TRUE,0,6289631.35045332,"Social only",NA
"Central African Republic",2019,TRUE,TRUE,35696728.5084441,395960.437280489,"Both families funded",0.989029345032288
"Central African Republic",2020,FALSE,TRUE,0,2153849.06558314,"Social only",NA
"Central African Republic",2021,TRUE,TRUE,200000000,2981319.31545633,"Both families funded",0.985312346350341
"Chad",2013,TRUE,TRUE,3384109.6565695,1579251.17306577,"Both families funded",0.681818181818182
"Chad",2015,FALSE,TRUE,0,2458636.42301579,"Social only",NA
"Chad",2016,FALSE,TRUE,0,188407.753954529,"Social only",NA
"Chad",2018,FALSE,TRUE,0,131385241.046746,"Social only",NA
"Chad",2019,FALSE,TRUE,0,65608.344736856,"Social only",NA
"Chad",2020,FALSE,TRUE,0,3534852.05066658,"Social only",NA
"Chad",2021,FALSE,TRUE,0,3657706.52624745,"Social only",NA
"Chile",2013,TRUE,FALSE,58657900.7138714,0,"Strategic only",NA
"Chile",2015,TRUE,FALSE,60378425.6433476,0,"Strategic only",NA
"Chile",2017,TRUE,FALSE,228116861.563872,0,"Strategic only",NA
"Chile",2018,TRUE,TRUE,3160564268.84815,80648881.343022,"Both families funded",0.97511768661735
"Chile",2019,TRUE,FALSE,510558995.458038,0,"Strategic only",NA
"Chile",2020,TRUE,TRUE,40206132.0859463,3222856.53778931,"Both families funded",0.925790200510728
"Chile",2021,TRUE,TRUE,252392379,189363600,"Both families funded",0.571338908805126
"Colombia",2013,FALSE,TRUE,0,1637.79806052012,"Social only",NA
"Colombia",2017,TRUE,FALSE,182415130.25642,0,"Strategic only",NA
"Colombia",2018,TRUE,TRUE,76289482.3515072,1886512.90435717,"Both families funded",0.975868386476146
"Colombia",2019,TRUE,FALSE,504705223.828151,0,"Strategic only",NA
"Colombia",2020,TRUE,TRUE,152882575.334064,3091402.58893431,"Both families funded",0.980180010601124
"Colombia",2021,TRUE,TRUE,89280000,13941090,"Both families funded",0.864939519627239
"Comoros",2013,TRUE,FALSE,608941.110939368,0,"Strategic only",NA
"Comoros",2014,TRUE,TRUE,5255618.75449691,32342269.2584425,"Both families funded",0.139784946236559
"Comoros",2015,TRUE,TRUE,797690.010411029,106358.668054803,"Both families funded",0.882352941176471
"Comoros",2016,TRUE,FALSE,6740171.85745991,0,"Strategic only",NA
"Comoros",2018,TRUE,TRUE,115348.017901583,10487046.6453716,"Both families funded",0.0108794306913654
"Comoros",2019,TRUE,TRUE,14722780.7968656,130896.012324128,"Both families funded",0.991187635626814
"Comoros",2020,FALSE,TRUE,0,139199.974210602,"Social only",NA
"Comoros",2021,FALSE,TRUE,0,5400000,"Social only",NA
"Congo",2013,TRUE,TRUE,455328099.305472,267934569.894624,"Both families funded",0.62954735353485
"Congo",2014,TRUE,TRUE,249096427.066909,473058348.090109,"Both families funded",0.344934958039637
"Congo",2015,TRUE,TRUE,546308660.92457,142612258.265223,"Both families funded",0.792991830712671
"Congo",2016,TRUE,TRUE,2496205325.29197,3304302.56051487,"Both families funded",0.998678019670861
"Congo",2017,TRUE,TRUE,1453212177.5343,166328152.740779,"Both families funded",0.897299159748292
"Congo",2018,TRUE,FALSE,440824946.506579,0,"Strategic only",NA
"Congo",2019,TRUE,TRUE,338303057.622905,49309377.8794908,"Both families funded",0.872786904229274
"Congo",2020,FALSE,TRUE,0,2801691.720004,"Social only",NA
"Congo",2021,FALSE,TRUE,0,31253446.3419472,"Social only",NA
"Cook Islands",2013,TRUE,TRUE,10172882.9736454,386889.172940564,"Both families funded",0.963361977174323
"Cook Islands",2015,FALSE,TRUE,0,11549431.9740221,"Social only",NA
"Cook Islands",2017,FALSE,TRUE,0,11937004.8717733,"Social only",NA
"Cook Islands",2020,FALSE,TRUE,0,258547.766052683,"Social only",NA
"Cook Islands",2021,FALSE,TRUE,0,228835.460992907,"Social only",NA
"Costa Rica",2013,TRUE,TRUE,449111546.481307,4483455.72709094,"Both families funded",0.990115729438679
"Costa Rica",2014,TRUE,TRUE,55354761.5704244,57568.9520332413,"Both families funded",0.998961080476305
"Costa Rica",2017,FALSE,TRUE,0,20234502.2224634,"Social only",NA
"Costa Rica",2018,FALSE,TRUE,0,18867420.7841964,"Social only",NA
"Costa Rica",2020,FALSE,TRUE,0,305396.759714158,"Social only",NA
"Costa Rica",2021,FALSE,TRUE,0,4826720.72593879,"Social only",NA
"Cote d'Ivoire",2013,TRUE,TRUE,564018276.094917,4495173.9543873,"Both families funded",0.992093108871923
"Cote d'Ivoire",2014,TRUE,TRUE,901622072.617197,163604957.767969,"Both families funded",0.84641306209737
"Cote d'Ivoire",2015,TRUE,TRUE,912178421.197142,910799.346348629,"Both families funded",0.999002507831812
"Cote d'Ivoire",2016,FALSE,TRUE,0,108648205.21021,"Social only",NA
"Cote d'Ivoire",2017,TRUE,TRUE,138128199.23052,26064862.3562034,"Both families funded",0.841254788087153
"Cote d'Ivoire",2018,TRUE,TRUE,588261920.845608,443105172.37608,"Both families funded",0.570371039285392
"Cote d'Ivoire",2019,TRUE,TRUE,673480010.555876,664802037.560168,"Both families funded",0.503242206307678
"Cote d'Ivoire",2020,TRUE,TRUE,607608114.435035,142539739.991899,"Both families funded",0.809984472859967
"Cote d'Ivoire",2021,TRUE,TRUE,69816654.73675,16531200,"Both families funded",0.80855112092363
"Cuba",2014,TRUE,FALSE,132851427.769018,0,"Strategic only",NA
"Cuba",2015,TRUE,TRUE,120689514.75252,809041.023520332,"Both families funded",0.99334114699263
"Cuba",2016,TRUE,FALSE,572690186.553856,0,"Strategic only",NA
"Cuba",2017,TRUE,FALSE,308826626.081621,0,"Strategic only",NA
"Cuba",2018,TRUE,FALSE,3269549.24363603,0,"Strategic only",NA
"Cuba",2020,FALSE,TRUE,0,1183869.55927068,"Social only",NA
"Cuba",2021,FALSE,TRUE,0,3018684.52,"Social only",NA
"Djibouti",2013,TRUE,TRUE,554760480.111095,420841036.972335,"Both families funded",0.568634294224508
"Djibouti",2014,FALSE,TRUE,0,22141904.6281697,"Social only",NA
"Djibouti",2015,TRUE,FALSE,27406125.4054221,0,"Strategic only",NA
"Djibouti",2016,TRUE,FALSE,465795295.203319,0,"Strategic only",NA
"Djibouti",2017,FALSE,TRUE,0,110869013.268466,"Social only",NA
"Djibouti",2018,FALSE,TRUE,0,8010395.64690827,"Social only",NA
"Djibouti",2019,TRUE,FALSE,269655506.942913,0,"Strategic only",NA
"Djibouti",2020,FALSE,TRUE,0,390892.950835589,"Social only",NA
"Djibouti",2021,FALSE,TRUE,0,23400000,"Social only",NA
"Dominica",2013,TRUE,TRUE,4386808.81407158,2517192.67664583,"Both families funded",0.635400907715583
"Dominica",2016,TRUE,FALSE,12988849.5919431,0,"Strategic only",NA
"Dominica",2019,FALSE,TRUE,0,100613.130352866,"Social only",NA
"Dominica",2020,FALSE,TRUE,0,568363.853769741,"Social only",NA
"Dominica",2021,FALSE,TRUE,0,32046800,"Social only",NA
"Dominican Republic",2019,FALSE,TRUE,0,14234941.340249,"Social only",NA
"Dominican Republic",2020,FALSE,TRUE,0,1119799.13406628,"Social only",NA
"Dominican Republic",2021,FALSE,TRUE,0,37251990,"Social only",NA
"Ecuador",2013,TRUE,TRUE,781368062.238805,4512146.20875934,"Both families funded",0.994258480923355
"Ecuador",2014,TRUE,TRUE,2297990897.56707,33212856.9422546,"Both families funded",0.985752915472099
"Ecuador",2015,TRUE,TRUE,114472108.097053,17444720.0754874,"Both families funded",0.867759706497259
"Ecuador",2016,TRUE,TRUE,7941459.46365534,412788623.818672,"Both families funded",0.0188754257877165
"Ecuador",2017,FALSE,TRUE,0,69967901.4126941,"Social only",NA
"Ecuador",2018,TRUE,FALSE,139976782.268754,0,"Strategic only",NA
"Ecuador",2019,TRUE,TRUE,63841128.3509735,120043193.311742,"Both families funded",0.347180922080308
"Ecuador",2020,FALSE,TRUE,0,61873613.0464349,"Social only",NA
"Ecuador",2021,FALSE,TRUE,0,12600000,"Social only",NA
"Egypt",2014,TRUE,FALSE,117214.207115881,0,"Strategic only",NA
"Egypt",2016,TRUE,TRUE,3553928.0342282,266544.602567115,"Both families funded",0.930232558139535
"Egypt",2017,TRUE,TRUE,1021932403.66985,115233.815702097,"Both families funded",0.999887252011085
"Egypt",2018,TRUE,TRUE,816334400.977775,54492487.3939338,"Both families funded",0.937424431742312
"Egypt",2019,TRUE,TRUE,3439231278.13441,10815283.0182811,"Both families funded",0.996865177664539
"Egypt",2020,FALSE,TRUE,0,5947522.97341859,"Social only",NA
"Egypt",2021,FALSE,TRUE,0,79800000,"Social only",NA
"El Salvador",2018,FALSE,TRUE,0,15639213.832862,"Social only",NA
"El Salvador",2019,TRUE,TRUE,730316.99797039,144239079.353658,"Both families funded",0.00503773221348719
"El Salvador",2020,FALSE,TRUE,0,2789300.41346252,"Social only",NA
"El Salvador",2021,TRUE,TRUE,42500000,14029200,"Both families funded",0.751823836176702
"Equatorial Guinea",2013,FALSE,TRUE,0,438640574.14688,"Social only",NA
"Equatorial Guinea",2014,FALSE,TRUE,0,110709.523140848,"Social only",NA
"Equatorial Guinea",2015,TRUE,FALSE,483700770.488527,0,"Strategic only",NA
"Equatorial Guinea",2016,TRUE,TRUE,350454019.973433,23100532.2224833,"Both families funded",0.938160217599576
"Equatorial Guinea",2017,TRUE,TRUE,541012835.484382,201897191.91591,"Both families funded",0.728234665747586
"Equatorial Guinea",2018,FALSE,TRUE,0,2206900.64881419,"Social only",NA
"Equatorial Guinea",2019,TRUE,TRUE,107467886.933818,620621163.961143,"Both families funded",0.147602668659445
"Equatorial Guinea",2020,FALSE,TRUE,0,2242720.38449413,"Social only",NA
"Equatorial Guinea",2021,TRUE,TRUE,6439074.35,5760000,"Both families funded",0.527833027757553
"Eritrea",2013,TRUE,FALSE,120699911.084312,0,"Strategic only",NA
"Eritrea",2014,TRUE,TRUE,109159589.816876,32342269.2584425,"Both families funded",0.771435729044186
"Eritrea",2015,TRUE,TRUE,108299592.464368,1071323.64844344,"Both families funded",0.990204675186789
"Eritrea",2016,TRUE,FALSE,44424100.4278526,0,"Strategic only",NA
"Eritrea",2017,FALSE,TRUE,0,682114.564101332,"Social only",NA
"Eritrea",2018,TRUE,FALSE,1762940952.16855,0,"Strategic only",NA
"Ethiopia",2013,TRUE,FALSE,5585845961.77583,0,"Strategic only",NA
"Ethiopia",2014,TRUE,TRUE,888364050.048489,50786446.4059887,"Both families funded",0.945922994666222
"Ethiopia",2015,TRUE,TRUE,779133513.725139,44779459.1131763,"Both families funded",0.945650256047171
"Ethiopia",2016,TRUE,TRUE,793108001.614839,164152238.995021,"Both families funded",0.8285186911237
"Ethiopia",2017,TRUE,TRUE,969728641.65255,24008.9499981006,"Both families funded",0.999975242191931
"Ethiopia",2018,TRUE,TRUE,2807452950.53547,265300441.17364,"Both families funded",0.913660353645863
"Ethiopia",2019,FALSE,TRUE,0,9808858.65585321,"Social only",NA
"Ethiopia",2020,FALSE,TRUE,0,7435602.05263134,"Social only",NA
"Ethiopia",2021,FALSE,TRUE,0,67302799.9909742,"Social only",NA
"Fiji",2013,TRUE,TRUE,9172987.82110803,8095546.47686392,"Both families funded",0.531196664570735
"Fiji",2014,FALSE,TRUE,0,1687047.27167156,"Social only",NA
"Fiji",2015,TRUE,TRUE,16248408.6680589,1399434.47616866,"Both families funded",0.920702237393446
"Fiji",2016,FALSE,TRUE,0,415809.267735085,"Social only",NA
"Fiji",2017,TRUE,TRUE,9784469.62165662,14449902.9307023,"Both families funded",0.403743468105767
"Fiji",2018,FALSE,TRUE,0,24625.1550533187,"Social only",NA
"Fiji",2019,TRUE,TRUE,15704286.489487,22471.2922452427,"Both families funded",0.998571142726485
"Fiji",2020,FALSE,TRUE,0,1919641.87937778,"Social only",NA
"Fiji",2021,FALSE,TRUE,0,1119099.19,"Social only",NA
"Gabon",2013,TRUE,FALSE,751631115.666627,0,"Strategic only",NA
"Gabon",2015,TRUE,TRUE,191739856.610509,209080960.388351,"Both families funded",0.478368010040392
"Gabon",2016,TRUE,TRUE,182300616.308084,110911137.188635,"Both families funded",0.621737069316096
"Gabon",2018,FALSE,TRUE,0,63538498.2464056,"Social only",NA
"Gabon",2019,FALSE,TRUE,0,40481355.4047153,"Social only",NA
"Gabon",2020,TRUE,TRUE,56906652.6705097,72147.6703542259,"Both families funded",0.998733780460055
"Gabon",2021,TRUE,TRUE,11764705.8823529,14400000,"Both families funded",0.449640287769783
"Gambia",2016,FALSE,TRUE,0,53308920.5134231,"Social only",NA
"Gambia",2017,TRUE,TRUE,98749725.4449498,119370.048717733,"Both families funded",0.998792645486219
"Gambia",2018,FALSE,TRUE,0,315677.910875354,"Social only",NA
"Gambia",2019,FALSE,TRUE,0,381796.04427828,"Social only",NA
"Gambia",2020,FALSE,TRUE,0,327343.850071204,"Social only",NA
"Gambia",2021,FALSE,TRUE,0,9424322.09710982,"Social only",NA
"Georgia",2014,FALSE,TRUE,0,5390378.20974042,"Social only",NA
"Georgia",2016,FALSE,TRUE,0,10661784.1026846,"Social only",NA
"Georgia",2017,FALSE,TRUE,0,8526432.05126664,"Social only",NA
"Georgia",2020,FALSE,TRUE,0,1121080.98299647,"Social only",NA
"Ghana",2013,FALSE,TRUE,0,177057560.403343,"Social only",NA
