"entity","year","sector_family","project_count","funded_project_count","family_aid_usd2021","family_aid_usd2021_unadjusted","loan_share","development_intent_share","cpi","extreme_poverty","gini","gdp_pc","log_gdp_pc","log_family_aid","strategic_family","entity_year"
"Bulgaria",2018,"Strategic",1,1,102464403.746309,102464403.746309,1,0,42,0.87046057,0.41284075,26709.322,10.1927679220304,18.4450260254626,1,"Bulgaria__2018"
"Bulgaria",2020,"Social",7,1,7516.31302606719,7516.31302606719,0,1,NA,0.24786347,0.40523154,27182.047,10.2103119975992,8.92496404272992,0,"Bulgaria__2020"
"Burkina Faso",2018,"Social",8,4,126110405.063047,126110405.063047,0,1,41,31.203825,0.43016732,2316.3943,7.7477670746337,18.6526683198384,0,"Burkina Faso__2018"
"Burkina Faso",2019,"Social",5,2,11734828.1783803,11734828.1783803,0,1,NA,NA,NA,2391.5364,7.77969128357738,16.2780718305682,0,"Burkina Faso__2019"
"Burkina Faso",2019,"Strategic",1,1,34733.8295665708,34733.8295665708,0,1,NA,NA,NA,2391.5364,7.77969128357738,10.4554981964378,1,"Burkina Faso__2019"
"Burkina Faso",2020,"Social",16,8,67765075.1055139,67765075.1055139,0.0625,0.9375,NA,NA,NA,2380.9316,7.77524711864877,18.0315575185116,0,"Burkina Faso__2020"
"Burkina Faso",2021,"Social",4,3,7740998.68356987,7740998.68356987,0,1,NA,25.277073,0.37391287,2486.431,7.81860362792057,15.8620413953097,0,"Burkina Faso__2021"
"Burkina Faso",2021,"Strategic",2,1,6131318.41379186,6131318.41379186,0,1,NA,25.277073,0.37391287,2486.431,7.81860362792057,15.6289205235433,1,"Burkina Faso__2021"
"Burundi",2013,"Social",1,1,733839.025688642,733839.025688642,0,1,21,65.13289,0.38623992,970.37537,6.87768297602166,13.5060463351893,0,"Burundi__2013"
"Burundi",2014,"Social",5,1,898396.36829007,898396.36829007,0,1,20,NA,NA,977.76587,6.88527024464683,13.7083677530722,0,"Burundi__2014"
"Burundi",2015,"Strategic",2,1,1064181.49078715,1064181.49078715,0,1,21,NA,NA,918.5572,6.82280417816525,13.8777174480746,1,"Burundi__2015"
"Burundi",2016,"Strategic",1,1,94464360.6686773,94464360.6686773,0,1,20,NA,NA,897.45905,6.79956749258056,18.3637331961352,1,"Burundi__2016"
"Burundi",2017,"Social",2,2,1200395.98051743,1200395.98051743,0,0.5,22,NA,NA,880.99347,6.78105021387693,13.9981628771482,0,"Burundi__2017"
"Burundi",2018,"Social",2,1,544924.873939338,544924.873939338,0,1,17,NA,NA,868.5555,6.76683148692095,13.2084050532746,0,"Burundi__2018"
"Burundi",2019,"Social",6,1,44055.6475061392,44055.6475061392,0,1,NA,NA,NA,855.7327,6.75195806102131,10.6932315281772,0,"Burundi__2019"
"Burundi",2020,"Social",6,4,1095754.48535615,1095754.48535615,0,1,NA,62.06576,0.37456092,833.9202,6.72613771432756,13.9069546242974,0,"Burundi__2020"
"Burundi",2021,"Social",8,1,14761,14761,0,1,NA,NA,NA,836.6656,6.72942446855651,9.59981159033,0,"Burundi__2021"
"Cabo Verde",2013,"Social",1,1,2278570.17476323,2278570.17476323,1,1,NA,NA,NA,NA,NA,14.6390591267506,0,"Cabo Verde__2013"
"Cabo Verde",2014,"Social",2,1,1771352.37025358,1771352.37025358,0,1,NA,NA,NA,NA,NA,14.3872544283426,0,"Cabo Verde__2014"
"Cabo Verde",2015,"Social",6,3,13417486.7838569,13417486.7838569,0,0.5,NA,NA,NA,NA,NA,16.4120694725693,0,"Cabo Verde__2015"
"Cabo Verde",2016,"Social",6,2,74632488.7187923,74632488.7187923,0,1,NA,NA,NA,NA,NA,18.1280864893818,0,"Cabo Verde__2016"
"Cabo Verde",2017,"Social",7,3,66030098.5195657,66030098.5195657,0,1,NA,NA,NA,NA,NA,18.0056212493567,0,"Cabo Verde__2017"
"Cabo Verde",2018,"Social",5,1,25667.2485271341,25667.2485271341,0,0.8,NA,NA,NA,NA,NA,10.1530100411959,0,"Cabo Verde__2018"
"Cabo Verde",2019,"Social",5,1,50792.3155244208,50792.3155244208,0,0.6,NA,NA,NA,NA,NA,10.8355200407437,0,"Cabo Verde__2019"
"Cabo Verde",2020,"Social",2,1,58633.9426253384,58633.9426253384,0,1,NA,NA,NA,NA,NA,10.9790860883893,0,"Cabo Verde__2020"
"Cabo Verde",2021,"Social",2,1,900000,900000,0,1,NA,NA,NA,NA,NA,13.7101511534169,0,"Cabo Verde__2021"
"Cambodia",2013,"Social",7,2,90242.9241751867,90242.9241751867,0,0.857142857142857,20,NA,NA,4419.399,8.39375899297592,11.4102715517703,0,"Cambodia__2013"
"Cambodia",2013,"Strategic",6,5,991331923.273711,991331923.273711,0.833333333333333,0.5,20,NA,NA,4419.399,8.39375899297592,20.714559974937,1,"Cambodia__2013"
"Cambodia",2014,"Social",9,5,20423221.8077299,20423221.8077299,0,0.777777777777778,21,NA,NA,4702.7305,8.45589857645451,16.8321831842872,0,"Cambodia__2014"
"Cambodia",2014,"Strategic",7,7,430573027.167267,430573027.167267,0.714285714285714,0.428571428571429,21,NA,NA,4702.7305,8.45589857645451,19.8806275031419,1,"Cambodia__2014"
"Cambodia",2015,"Social",9,5,196598858.917194,196598858.917194,0,0.777777777777778,21,NA,NA,4968.5728,8.51088791487362,19.0966759666635,0,"Cambodia__2015"
"Cambodia",2015,"Strategic",2,2,181482007.946152,181482007.946152,0.5,0.5,21,NA,NA,4968.5728,8.51088791487362,19.0166670824924,1,"Cambodia__2015"
"Cambodia",2016,"Social",7,4,146620536.797431,146620536.797431,0,1,21,NA,NA,5283.7295,8.57238747205327,18.8033584317207,0,"Cambodia__2016"
"Cambodia",2016,"Strategic",7,7,345061853.232736,345061853.232736,0.857142857142857,0.857142857142857,21,NA,NA,5283.7295,8.57238747205327,19.6592342465566,1,"Cambodia__2016"
"Cambodia",2017,"Social",7,1,56274.4515383598,56274.4515383598,0,0.571428571428571,21,NA,NA,5632.0312,8.63622543759526,10.9380136895252,0,"Cambodia__2017"
"Cambodia",2017,"Strategic",11,8,372798352.696804,372798352.696804,0.636363636363636,0.818181818181818,21,NA,NA,5632.0312,8.63622543759526,19.7365482247166,1,"Cambodia__2017"
"Cambodia",2018,"Social",15,7,65841411.9366157,65841411.9366157,0,1,20,NA,NA,6050.591,8.70791123220434,18.002759574258,0,"Cambodia__2018"
"Cambodia",2018,"Strategic",4,4,1901573565.20515,1901573565.20515,1,0.25,20,NA,NA,6050.591,8.70791123220434,21.365947573096,1,"Cambodia__2018"
"Cambodia",2019,"Social",12,5,105771539.601663,105771539.601663,0.0833333333333333,0.916666666666667,NA,NA,NA,6448.885,8.77166252662933,18.4767920487807,0,"Cambodia__2019"
"Cambodia",2019,"Strategic",6,5,2099903984.99223,2099903984.99223,0.666666666666667,1,NA,NA,NA,6448.885,8.77166252662933,21.4651574596745,1,"Cambodia__2019"
"Cambodia",2020,"Social",16,9,2638137.33449156,2638137.33449156,0,1,NA,NA,NA,6128.782,8.7207513142449,14.7855840500398,0,"Cambodia__2020"
"Cambodia",2020,"Strategic",4,4,1023613600.35961,1023613600.35961,1,0,NA,NA,NA,6128.782,8.7207513142449,20.7466049499299,1,"Cambodia__2020"
"Cambodia",2021,"Social",20,10,121688966.4,121688966.4,0,0.95,NA,NA,NA,6225.5327,8.73641429196883,18.616978899781,0,"Cambodia__2021"
"Cambodia",2021,"Strategic",4,2,661000000,661000000,0.75,0.25,NA,NA,NA,6225.5327,8.73641429196883,20.3092643993288,1,"Cambodia__2021"
"Cameroon",2013,"Social",5,5,337382492.060353,337382492.060353,0.4,1,25,NA,NA,4473.5723,8.40594254069901,19.636727838942,0,"Cameroon__2013"
"Cameroon",2013,"Strategic",1,1,610906263.727898,610906263.727898,1,0,25,NA,NA,4473.5723,8.40594254069901,20.2304540924829,1,"Cameroon__2013"
"Cameroon",2014,"Social",3,1,1791.36490169425,1791.36490169425,0,1,27,25.657516,0.46640873,4588.4863,8.43130546652943,7.49129120098307,0,"Cameroon__2014"
"Cameroon",2014,"Strategic",1,1,427127092.23645,427127092.23645,1,0,27,25.657516,0.46640873,4588.4863,8.43130546652943,19.8725921691462,1,"Cameroon__2014"
"Cameroon",2015,"Social",6,3,765045901.113685,765045901.113685,0.166666666666667,0.833333333333333,27,NA,NA,4698.667,8.45503413044996,20.4554463927537,0,"Cameroon__2015"
"Cameroon",2015,"Strategic",2,2,1043828507.26538,1043828507.26538,1,0,27,NA,NA,4698.667,8.45503413044996,20.7661610488004,1,"Cameroon__2015"
"Cameroon",2016,"Social",7,3,166676934.439011,166676934.439011,0.142857142857143,1,26,NA,NA,4767.132,8.46950014519276,18.9315679784544,0,"Cameroon__2016"
"Cameroon",2016,"Strategic",1,1,357718499.425025,357718499.425025,1,1,26,NA,NA,4767.132,8.46950014519276,19.6952569233979,1,"Cameroon__2016"
"Cameroon",2017,"Social",7,4,16490685.2127943,16490685.2127943,0,0.857142857142857,25,NA,NA,4797.9756,8.47594935793444,16.6183063075447,0,"Cameroon__2017"
"Cameroon",2017,"Strategic",4,4,1080495308.36389,1080495308.36389,1,0.5,25,NA,NA,4797.9756,8.47594935793444,20.80068539273,1,"Cameroon__2017"
"Cameroon",2018,"Social",7,3,209328945.981075,209328945.981075,0.285714285714286,0.857142857142857,25,NA,NA,4851.48,8.4870390920205,19.1594174816328,0,"Cameroon__2018"
"Cameroon",2018,"Strategic",1,1,44106239.5237972,44106239.5237972,1,0,25,NA,NA,4851.48,8.4870390920205,17.6021118388818,1,"Cameroon__2018"
"Cameroon",2019,"Social",5,2,113396087.157677,113396087.157677,0.4,0.6,NA,NA,NA,4882.3555,8.49338306681877,18.5463974526989,0,"Cameroon__2019"
"Cameroon",2020,"Social",23,12,7302607.25665929,7302607.25665929,0,1,NA,NA,NA,4763.482,8.46873419240557,15.8037421377366,0,"Cameroon__2020"
"Cameroon",2021,"Social",6,2,21600000,21600000,0,1,NA,22.99222,0.42176074,4793.556,8.47502779493551,16.8882039189507,0,"Cameroon__2021"
"Cameroon",2021,"Strategic",1,1,50117647.0588235,50117647.0588235,1,1,NA,22.99222,0.42176074,4793.556,8.47502779493551,17.7298837606904,1,"Cameroon__2021"
"Central African Republic",2015,"Strategic",1,1,10006162.8764617,10006162.8764617,0,1,24,NA,NA,1043.9218,6.95073986142256,16.1187118487157,1,"Central African Republic__2015"
"Central African Republic",2016,"Social",3,1,119471.463718588,119471.463718588,0,1,20,NA,NA,1073.9448,6.97909387709991,11.6908411946677,0,"Central African Republic__2016"
"Central African Republic",2017,"Social",4,2,356374.874600579,356374.874600579,0,1,23,NA,NA,1103.8661,7.00657393324939,12.78374128037,0,"Central African Republic__2017"
"Central African Republic",2018,"Social",12,3,6289631.35045332,6289631.35045332,0,0.916666666666667,26,NA,NA,1125.7009,7.02616114286297,15.6544131771199,0,"Central African Republic__2018"
"Central African Republic",2019,"Social",3,1,395960.437280489,395960.437280489,0,1,NA,NA,NA,1145.0956,7.04324340595274,12.88907210489,0,"Central African Republic__2019"
"Central African Republic",2019,"Strategic",2,2,35696728.5084441,35696728.5084441,0,0,NA,NA,NA,1145.0956,7.04324340595274,17.3905696321456,1,"Central African Republic__2019"
"Central African Republic",2020,"Social",9,8,2153849.06558314,2153849.06558314,0,1,NA,NA,NA,1136.5706,7.03577076190873,14.5827675268399,0,"Central African Republic__2020"
"Central African Republic",2021,"Social",6,2,2981319.31545633,2981319.31545633,0,0.833333333333333,NA,65.66651,0.43027893,1128.5524,7.02869102849816,14.907876819238,0,"Central African Republic__2021"
"Central African Republic",2021,"Strategic",1,1,200000000,200000000,1,0,NA,65.66651,0.43027893,1128.5524,7.02869102849816,19.1138279295123,1,"Central African Republic__2021"
"Chad",2013,"Social",7,2,1579251.17306577,1579251.17306577,0,0.857142857142857,19,NA,NA,2155.7854,7.67591039089673,14.2724619847713,0,"Chad__2013"
"Chad",2013,"Strategic",2,1,3384109.6565695,3384109.6565695,0,1,19,NA,NA,2155.7854,7.67591039089673,15.0346016991055,1,"Chad__2013"
"Chad",2015,"Social",7,2,2458636.42301579,2458636.42301579,0,1,22,NA,NA,2213.6567,7.70240104252848,14.7151178613701,0,"Chad__2015"
"Chad",2016,"Social",7,2,188407.753954529,188407.753954529,0,1,20,NA,NA,2011.059,7.60641672797978,12.1463691047717,0,"Chad__2016"
"Chad",2018,"Social",13,4,131385241.046746,131385241.046746,0,1,19,30.882942,0.37499154,1868.4741,7.53287738744333,18.6936443445165,0,"Chad__2018"
"Chad",2019,"Social",8,1,65608.344736856,65608.344736856,0,0.75,NA,NA,NA,1868.0195,7.53263405770647,11.0914734150441,0,"Chad__2019"
"Chad",2020,"Social",14,6,3534852.05066658,3534852.05066658,0,1,NA,NA,NA,1780.563,7.48468488541115,15.0781822866232,0,"Chad__2020"
"Chad",2021,"Social",4,2,3657706.52624745,3657706.52624745,0,1,NA,NA,NA,1700.167,7.43848176051365,15.112347150184,0,"Chad__2021"
"Chile",2013,"Strategic",1,1,58657900.7138714,58657900.7138714,1,0,71,0.5171192,0.46823916,27300.996,10.214678464024,17.8872328505682,1,"Chile__2013"
"Chile",2015,"Strategic",2,2,60378425.6433476,60378425.6433476,1,0.5,70,0.4292806,0.45343325,27821.197,10.2335534911514,17.9161424243239,1,"Chile__2015"
"Chile",2017,"Strategic",4,4,228116861.563872,228116861.563872,1,0,67,0.35970792,0.4526995,27902.846,10.2364839697755,19.2453686107119,1,"Chile__2017"
"Chile",2018,"Social",1,1,80648881.343022,80648881.343022,1,1,67,NA,NA,28502.725,10.2577549757211,18.2056155043244,0,"Chile__2018"
"Chile",2018,"Strategic",4,4,3160564268.84815,3160564268.84815,1,0,67,NA,NA,28502.725,10.2577549757211,21.8740164150118,1,"Chile__2018"
"Chile",2019,"Strategic",4,4,510558995.458038,510558995.458038,1,0,NA,NA,NA,28228.5,10.248087384873,20.0510167549212,1,"Chile__2019"
"Chile",2020,"Social",7,4,3222856.53778931,3222856.53778931,0,1,NA,1.3415734,0.4700476,26257.832,10.1757195854235,14.9857789580798,0,"Chile__2020"
"Chile",2020,"Strategic",1,1,40206132.0859463,40206132.0859463,1,1,NA,1.3415734,0.4700476,26257.832,10.1757195854235,17.5095301062795,1,"Chile__2020"
"Chile",2021,"Social",14,9,189363600,189363600,0,1,NA,NA,NA,29105.102,10.2786687642522,19.059179539677,0,"Chile__2021"
"Chile",2021,"Strategic",4,4,252392379,252392379,1,0,NA,NA,NA,29105.102,10.2786687642522,19.3464954980013,1,"Chile__2021"
"Colombia",2013,"Social",1,1,1637.79806052012,1637.79806052012,0,1,36,6.111701,0.52625173,16202.396,9.69291441151873,7.40171836219637,0,"Colombia__2013"
"Colombia",2017,"Strategic",2,2,182415130.25642,182415130.25642,1,1,37,4.33946,0.4970708,17295.764,9.75821689501254,19.0217955886135,1,"Colombia__2017"
"Colombia",2018,"Social",4,2,1886512.90435717,1886512.90435717,0,1,36,4.4982615,0.50410813,17416.014,9.76514540677258,14.4502411888111,0,"Colombia__2018"
"Colombia",2018,"Strategic",2,2,76289482.3515072,76289482.3515072,1,0,36,4.4982615,0.50410813,17416.014,9.76514540677258,18.1500456538782,1,"Colombia__2018"
"Colombia",2019,"Strategic",4,4,504705223.828151,504705223.828151,0.75,0.75,NA,5.2847376,0.5132595,17652.896,9.77865512822202,20.0394851036012,1,"Colombia__2019"
"Colombia",2020,"Social",15,11,3091402.58893431,3091402.58893431,0,1,NA,9.359861,0.53488696,16150.725,9.68972021928407,14.9441357816411,0,"Colombia__2020"
"Colombia",2020,"Strategic",5,3,152882575.334064,152882575.334064,0.6,0.4,NA,9.359861,0.53488696,16150.725,9.68972021928407,18.8451807097563,1,"Colombia__2020"
"Colombia",2021,"Social",3,2,13941090,13941090,0,1,NA,7.334666,0.5511767,17700.06,9.78132330838668,16.4503512242227,0,"Colombia__2021"
"Colombia",2021,"Strategic",2,2,89280000,89280000,1,1,NA,7.334666,0.5511767,17700.06,9.78132330838668,18.307288067798,1,"Colombia__2021"
"Comoros",2013,"Strategic",1,1,608941.110939368,608941.110939368,0,1,28,NA,NA,3400.173,8.13158159166273,13.3194784862451,1,"Comoros__2013"
"Comoros",2014,"Social",2,1,32342269.2584425,32342269.2584425,0,1,26,18.643723,0.45332918,3397.0925,8.1306751976986,17.2918856093538,0,"Comoros__2014"
"Comoros",2014,"Strategic",1,1,5255618.75449691,5255618.75449691,0,1,26,18.643723,0.45332918,3397.0925,8.1306751976986,15.4748084914947,1,"Comoros__2014"
"Comoros",2015,"Social",2,1,106358.668054803,106358.668054803,0,1,26,NA,NA,3364.2961,8.12097403743332,11.5745817243931,0,"Comoros__2015"
"Comoros",2015,"Strategic",1,1,797690.010411029,797690.010411029,0,1,26,NA,NA,3364.2961,8.12097403743332,13.58947659645,1,"Comoros__2015"
"Comoros",2016,"Strategic",3,2,6740171.85745991,6740171.85745991,0,1,24,NA,NA,3405.4353,8.13312805182229,15.723596129067,1,"Comoros__2016"
"Comoros",2018,"Social",7,3,10487046.6453716,10487046.6453716,0,0.857142857142857,27,NA,NA,3522.405,8.16689927392725,16.1656514960857,0,"Comoros__2018"
"Comoros",2018,"Strategic",1,1,115348.017901583,115348.017901583,0,1,27,NA,NA,3522.405,8.16689927392725,11.6557177494918,1,"Comoros__2018"
"Comoros",2019,"Social",3,1,130896.012324128,130896.012324128,0,1,NA,NA,NA,3516.1267,8.16511529342316,11.7821661275285,0,"Comoros__2019"
"Comoros",2019,"Strategic",1,1,14722780.7968656,14722780.7968656,0,1,NA,NA,NA,3516.1267,8.16511529342316,16.5049066341757,1,"Comoros__2019"
"Comoros",2020,"Social",2,2,139199.974210602,139199.974210602,0,1,NA,NA,NA,3441.0703,8.14353783569632,11.8436740254974,0,"Comoros__2020"
"Comoros",2021,"Social",7,3,5400000,5400000,0,1,NA,NA,NA,3441.2117,8.14357892671817,15.5019096967197,0,"Comoros__2021"
"Congo",2013,"Social",22,13,267934569.894624,267934569.894624,0.181818181818182,0.954545454545455,22,NA,NA,8798.494,9.08233584945716,19.4062533702156,0,"Congo__2013"
"Congo",2013,"Strategic",7,6,455328099.305472,455328099.305472,0.857142857142857,1,22,NA,NA,8798.494,9.08233584945716,19.9365288166203,1,"Congo__2013"
"Congo",2014,"Social",17,9,473058348.090109,473058348.090109,0.176470588235294,1,23,NA,NA,9159.257,9.12252034084118,19.9747292984466,0,"Congo__2014"
"Congo",2014,"Strategic",2,1,249096427.066909,249096427.066909,1,1,23,NA,NA,9159.257,9.12252034084118,19.3333506407756,1,"Congo__2014"
"Congo",2015,"Social",21,15,142612258.265223,142612258.265223,0.428571428571429,0.666666666666667,23,NA,NA,8977.707,9.10249978347852,18.7756400318511,0,"Congo__2015"
"Congo",2015,"Strategic",19,18,546308660.92457,546308660.92457,0.947368421052632,0.0526315789473684,23,NA,NA,8977.707,9.10249978347852,20.1186946888591,1,"Congo__2015"
"Congo",2016,"Social",11,3,3304302.56051487,3304302.56051487,0,1,20,NA,NA,8001.8257,8.98742500712546,15.0107362860718,0,"Congo__2016"
"Congo",2016,"Strategic",7,6,2496205325.29197,2496205325.29197,0.857142857142857,0.142857142857143,20,NA,NA,8001.8257,8.98742500712546,21.6380375462065,1,"Congo__2016"
"Congo",2017,"Social",20,7,166328152.740779,166328152.740779,0,0.95,21,NA,NA,7372.7705,8.90554883041988,18.9294732247278,0,"Congo__2017"
"Congo",2017,"Strategic",7,4,1453212177.5343,1453212177.5343,0.571428571428571,0.428571428571429,21,NA,NA,7372.7705,8.90554883041988,21.0970422387705,1,"Congo__2017"
"Congo",2018,"Strategic",7,6,440824946.506579,440824946.506579,0.857142857142857,0.285714285714286,19,NA,NA,7029.3364,8.8578475849011,19.9041584101783,1,"Congo__2018"
"Congo",2019,"Social",11,3,49309377.8794908,49309377.8794908,0,0.818181818181818,NA,NA,NA,6939.369,8.84496612717698,17.7136248618827,0,"Congo__2019"
"Congo",2019,"Strategic",1,1,338303057.622905,338303057.622905,1,0,NA,NA,NA,6939.369,8.84496612717698,19.6394526748656,1,"Congo__2019"
"Congo",2020,"Social",18,6,2801691.720004,2801691.720004,0,1,NA,78.94202,0.44674513,6350.5093,8.75629029339492,14.8457343353416,0,"Congo__2020"
"Congo",2021,"Social",10,7,31253446.3419472,31253446.3419472,0,1,NA,NA,NA,6263.2114,8.74244833574788,17.2576402430048,0,"Congo__2021"
"Cook Islands",2013,"Social",2,2,386889.172940564,386889.172940564,0,1,NA,NA,NA,NA,NA,12.8658961408844,0,"Cook Islands__2013"
"Cook Islands",2013,"Strategic",1,1,10172882.9736454,10172882.9736454,0,1,NA,NA,NA,NA,NA,16.1352363043875,1,"Cook Islands__2013"
"Cook Islands",2015,"Social",3,2,11549431.9740221,11549431.9740221,0,0.666666666666667,NA,NA,NA,NA,NA,16.2621469005687,0,"Cook Islands__2015"
"Cook Islands",2017,"Social",1,1,11937004.8717733,11937004.8717733,0,1,NA,NA,NA,NA,NA,16.295153869974,0,"Cook Islands__2017"
"Cook Islands",2020,"Social",4,4,258547.766052683,258547.766052683,0,1,NA,NA,NA,NA,NA,12.4628396052455,0,"Cook Islands__2020"
"Cook Islands",2021,"Social",2,2,228835.460992907,228835.460992907,0,1,NA,NA,NA,NA,NA,12.3407628832782,0,"Cook Islands__2021"
"Costa Rica",2013,"Social",2,1,4483455.72709094,4483455.72709094,0,1,53,1.6425788,0.49151823,20476.135,9.92701534064033,15.3159048977365,0,"Costa Rica__2013"
"Costa Rica",2013,"Strategic",2,2,449111546.481307,449111546.481307,1,0.5,53,1.6425788,0.49151823,20476.135,9.92701534064033,19.922781850222,1,"Costa Rica__2013"
"Costa Rica",2014,"Social",1,1,57568.9520332413,57568.9520332413,0,0,54,1.5053035,0.4863214,20974.729,9.95107361110891,10.9607560444793,0,"Costa Rica__2014"
"Costa Rica",2014,"Strategic",1,1,55354761.5704244,55354761.5704244,1,1,54,1.5053035,0.4863214,20974.729,9.95107361110891,17.8292732580501,1,"Costa Rica__2014"
"Costa Rica",2017,"Social",1,1,20234502.2224634,20234502.2224634,0,1,59,1.1723511,0.4834524,22895.232,10.0386839582567,16.8228997855812,0,"Costa Rica__2017"
"Costa Rica",2018,"Social",2,2,18867420.7841964,18867420.7841964,0,1,56,1.5057526,0.47970015,23282.604,10.0554617512601,16.7529472776017,0,"Costa Rica__2018"
"Costa Rica",2020,"Social",15,6,305396.759714158,305396.759714158,0,0.933333333333333,NA,2.2913265,0.4924514,22479.59,10.0203630654071,12.6293703361607,0,"Costa Rica__2020"
"Costa Rica",2021,"Social",2,1,4826720.72593879,4826720.72593879,0,0.5,NA,1.2421939,0.48678052,24140.434,10.0916434729489,15.3896780634964,0,"Costa Rica__2021"
