"entity","year","sector_family","project_count","funded_project_count","family_aid_usd2021","family_aid_usd2021_unadjusted","loan_share","development_intent_share","cpi","extreme_poverty","gini","gdp_pc","log_gdp_pc","log_family_aid","strategic_family","entity_year"
"Cote d'Ivoire",2020,"Strategic",2,2,607608114.435035,607608114.435035,1,0.5,NA,NA,NA,5787.8154,8.66351019366985,20.2250406851389,1,"Cote d'Ivoire__2020"
"Cote d'Ivoire",2021,"Social",4,2,16531200,16531200,0,0.5,NA,9.733192,0.35275364,6045.2046,8.70702060862997,16.6207601229353,0,"Cote d'Ivoire__2021"
"Cote d'Ivoire",2021,"Strategic",1,1,69816654.73675,69816654.73675,1,1,NA,9.733192,0.35275364,6045.2046,8.70702060862997,18.0613831601375,1,"Cote d'Ivoire__2021"
"Cuba",2014,"Strategic",2,1,132851427.769018,132851427.769018,0.5,1,46,NA,NA,NA,NA,18.7047419848659,1,"Cuba__2014"
"Cuba",2015,"Social",3,1,809041.023520332,809041.023520332,0,0.666666666666667,47,NA,NA,NA,NA,13.6036061397105,0,"Cuba__2015"
"Cuba",2015,"Strategic",4,3,120689514.75252,120689514.75252,0.5,0.75,47,NA,NA,NA,NA,18.6087318202612,1,"Cuba__2015"
"Cuba",2016,"Strategic",8,3,572690186.553856,572690186.553856,1,0.375,47,NA,NA,NA,NA,20.1658554435589,1,"Cuba__2016"
"Cuba",2017,"Strategic",7,6,308826626.081621,308826626.081621,0.714285714285714,0.571428571428571,47,NA,NA,NA,NA,19.5482905999934,1,"Cuba__2017"
"Cuba",2018,"Strategic",1,1,3269549.24363603,3269549.24363603,0,1,47,NA,NA,NA,NA,15.0001629932415,1,"Cuba__2018"
"Cuba",2020,"Social",5,4,1183869.55927068,1183869.55927068,0,1,NA,NA,NA,NA,NA,13.9842997635094,0,"Cuba__2020"
"Cuba",2021,"Social",7,5,3018684.52,3018684.52,0,1,NA,NA,NA,NA,NA,14.9203320363205,0,"Cuba__2021"
"Djibouti",2013,"Social",7,4,420841036.972335,420841036.972335,0.285714285714286,0.857142857142857,36,24.925982,0.44117805,4446.4136,8.39985311763775,19.8577657383312,0,"Djibouti__2013"
"Djibouti",2013,"Strategic",1,1,554760480.111095,554760480.111095,1,0,36,24.925982,0.44117805,4446.4136,8.39985311763775,20.1340470129939,1,"Djibouti__2013"
"Djibouti",2014,"Social",3,1,22141904.6281697,22141904.6281697,0,1,34,NA,NA,4675.4517,8.4500810573762,16.9129825532739,0,"Djibouti__2014"
"Djibouti",2015,"Strategic",1,1,27406125.4054221,27406125.4054221,1,0,34,NA,NA,4940.632,8.50524853722163,17.1262771378042,1,"Djibouti__2015"
"Djibouti",2016,"Strategic",2,2,465795295.203319,465795295.203319,1,0,30,NA,NA,5204.131,8.55720801225945,19.9592568170452,1,"Djibouti__2016"
"Djibouti",2017,"Social",5,3,110869013.268466,110869013.268466,0,1,31,19.079206,0.41585726,5398.751,8.59392290950296,18.523860010832,0,"Djibouti__2017"
"Djibouti",2018,"Social",6,2,8010395.64690827,8010395.64690827,0,1,31,NA,NA,5566.581,8.62453632039676,15.8962508367833,0,"Djibouti__2018"
"Djibouti",2019,"Strategic",1,1,269655506.942913,269655506.942913,1,0,NA,NA,NA,5784.448,8.66292821588752,19.412655805806,1,"Djibouti__2019"
"Djibouti",2020,"Social",8,1,390892.950835589,390892.950835589,0,1,NA,NA,NA,5773.2075,8.66098309759878,12.8761915766948,0,"Djibouti__2020"
"Djibouti",2021,"Social",4,2,23400000,23400000,0,1,NA,NA,NA,5947.861,8.69078693810725,16.968246623063,0,"Djibouti__2021"
"Dominica",2013,"Social",11,2,2517192.67664583,2517192.67664583,0,0.727272727272727,58,NA,NA,15786.826,9.66693107374425,14.7386552185731,0,"Dominica__2013"
"Dominica",2013,"Strategic",2,2,4386808.81407158,4386808.81407158,0,1,58,NA,NA,15786.826,9.66693107374425,15.294112827048,1,"Dominica__2013"
"Dominica",2016,"Strategic",1,1,12988849.5919431,12988849.5919431,0,1,59,NA,NA,16556.016,9.71450481928517,16.3796019006628,1,"Dominica__2016"
"Dominica",2019,"Social",1,1,100613.130352866,100613.130352866,0,1,NA,NA,NA,17318.963,9.75955730734475,11.5190479875482,0,"Dominica__2019"
"Dominica",2020,"Social",4,2,568363.853769741,568363.853769741,0,1,NA,NA,NA,14508.923,9.58251911845081,13.2505188396722,0,"Dominica__2020"
"Dominica",2021,"Social",9,4,32046800,32046800,0,1,NA,NA,NA,15594.285,9.65465977996264,17.2827079235568,0,"Dominica__2021"
"Dominican Republic",2019,"Social",2,1,14234941.340249,14234941.340249,0,1,NA,0.83268654,0.41917086,21363.861,9.96945603516626,16.471210228124,0,"Dominican Republic__2019"
"Dominican Republic",2020,"Social",8,3,1119799.13406628,1119799.13406628,0,1,NA,0.95941836,0.39628294,19721.32,9.88945556303611,13.9286607756203,0,"Dominican Republic__2020"
"Dominican Republic",2021,"Social",5,5,37251990,37251990,0,1,NA,0.85372853,0.38529298,21912.26,9.99480157651691,17.4332159510259,0,"Dominican Republic__2021"
"Ecuador",2013,"Social",1,1,4512146.20875934,4512146.20875934,0,1,35,3.2410893,0.46862358,13672.307,9.52312767919517,15.3222836976826,0,"Ecuador__2013"
"Ecuador",2013,"Strategic",3,3,781368062.238805,781368062.238805,1,0.333333333333333,35,3.2410893,0.46862358,13672.307,9.52312767919517,20.4765568685429,1,"Ecuador__2013"
"Ecuador",2014,"Social",1,1,33212856.9422546,33212856.9422546,1,1,33,2.6356108,0.4499254,14047.491,9.55019908230275,17.3184476463276,0,"Ecuador__2014"
"Ecuador",2014,"Strategic",6,6,2297990897.56707,2297990897.56707,0.833333333333333,0.5,33,2.6356108,0.4499254,14047.491,9.55019908230275,21.5553010557764,1,"Ecuador__2014"
"Ecuador",2015,"Social",6,2,17444720.0754874,17444720.0754874,0.333333333333333,1,32,3.4400663,0.459508,13864.487,9.537085957726,16.6745476436811,0,"Ecuador__2015"
"Ecuador",2015,"Strategic",3,3,114472108.097053,114472108.097053,1,0.666666666666667,32,3.4400663,0.459508,13864.487,9.537085957726,18.555841762614,1,"Ecuador__2015"
"Ecuador",2016,"Social",4,4,412788623.818672,412788623.818672,0.75,0.5,31,3.5750275,0.4501621,13569.797,9.5156017932476,19.8384462155956,0,"Ecuador__2016"
"Ecuador",2016,"Strategic",2,2,7941459.46365534,7941459.46365534,1,1,31,3.5750275,0.4501621,13569.797,9.5156017932476,15.887607753797,1,"Ecuador__2016"
"Ecuador",2017,"Social",3,2,69967901.4126941,69967901.4126941,0,1,32,3.2132533,0.44669914,14161.705,9.55829676960358,18.0635471578919,0,"Ecuador__2017"
"Ecuador",2018,"Strategic",3,3,139976782.268754,139976782.268754,1,1,34,3.3114905,0.45437902,14066.176,9.55152832923103,18.756987133027,1,"Ecuador__2018"
"Ecuador",2019,"Social",9,1,120043193.311742,120043193.311742,0.111111111111111,0.666666666666667,NA,3.5835843,0.45709932,13853.421,9.53628748472522,18.6033621885768,0,"Ecuador__2019"
"Ecuador",2019,"Strategic",1,1,63841128.3509735,63841128.3509735,1,1,NA,3.5835843,0.45709932,13853.421,9.53628748472522,17.9719082012842,1,"Ecuador__2019"
"Ecuador",2020,"Social",41,32,61873613.0464349,61873613.0464349,0.048780487804878,1,NA,6.519245,0.47309554,12425.018,9.42746729965593,17.9406043793527,0,"Ecuador__2020"
"Ecuador",2021,"Social",13,2,12600000,12600000,0,0.923076923076923,NA,3.5831802,0.45797464,13539.711,9.51338220207304,16.3492074512868,0,"Ecuador__2021"
"Egypt",2014,"Strategic",1,1,117214.207115881,117214.207115881,0,1,37,NA,NA,13136.365,9.48313961754248,11.6717669012563,1,"Egypt__2014"
"Egypt",2016,"Social",1,1,266544.602567115,266544.602567115,0,1,34,NA,NA,13727.32,9.52714328670137,12.4933006245238,0,"Egypt__2016"
"Egypt",2016,"Strategic",1,1,3553928.0342282,3553928.0342282,0,1,34,NA,NA,13727.32,9.52714328670137,15.0835643196381,1,"Egypt__2016"
"Egypt",2017,"Social",1,1,115233.815702097,115233.815702097,0,1,32,2.5048509,0.31533954,14018.36,9.54812317799746,11.654727201221,0,"Egypt__2017"
"Egypt",2017,"Strategic",8,8,1021932403.66985,1021932403.66985,0.75,0.375,32,2.5048509,0.31533954,14018.36,9.54812317799746,20.7449611862958,1,"Egypt__2017"
"Egypt",2018,"Social",1,1,54492487.3939338,54492487.3939338,1,1,35,NA,NA,14488.209,9.58109042519084,17.8135734225001,0,"Egypt__2018"
"Egypt",2018,"Strategic",2,2,816334400.977775,816334400.977775,1,1,35,NA,NA,14488.209,9.58109042519084,20.520334635326,1,"Egypt__2018"
"Egypt",2019,"Social",3,1,10815283.0182811,10815283.0182811,0,1,NA,1.4670148,0.31893092,15026.568,9.61757511335934,16.1964708785391,0,"Egypt__2019"
"Egypt",2019,"Strategic",2,2,3439231278.13441,3439231278.13441,1,0.5,NA,1.4670148,0.31893092,15026.568,9.61757511335934,21.9585138179917,1,"Egypt__2019"
"Egypt",2020,"Social",11,9,5947522.97341859,5947522.97341859,0,1,NA,NA,NA,15309.236,9.63621158538176,15.5984855519907,0,"Egypt__2020"
"Egypt",2021,"Social",5,4,79800000,79800000,0,1,NA,NA,NA,15579.016,9.65368015953546,18.1950340749514,0,"Egypt__2021"
"El Salvador",2018,"Social",4,2,15639213.832862,15639213.832862,0,0.5,35,1.8427663,0.38610572,10297.203,9.23962758394237,16.5652920893188,0,"El Salvador__2018"
"El Salvador",2019,"Social",13,6,144239079.353658,144239079.353658,0,1,NA,1.4019152,0.38778764,10543.938,9.2633063766036,18.7869827610324,0,"El Salvador__2019"
"El Salvador",2019,"Strategic",1,1,730316.99797039,730316.99797039,0,1,NA,1.4019152,0.38778764,10543.938,9.2633063766036,13.5012353319306,1,"El Salvador__2019"
"El Salvador",2020,"Social",17,7,2789300.41346252,2789300.41346252,0,1,NA,NA,NA,9692.449,9.17910240773088,14.8413017330049,0,"El Salvador__2020"
"El Salvador",2021,"Social",4,3,14029200,14029200,0,1,NA,3.5861862,0.39010745,10809.714,9.28820045329899,16.4566515010628,0,"El Salvador__2021"
"El Salvador",2021,"Strategic",1,1,42500000,42500000,1,1,NA,3.5861862,0.39010745,10809.714,9.28820045329899,17.5650146574241,1,"El Salvador__2021"
"Equatorial Guinea",2013,"Social",3,2,438640574.14688,438640574.14688,0.666666666666667,0.666666666666667,19,NA,NA,32894.37,10.4010567974899,19.899190900264,0,"Equatorial Guinea__2013"
"Equatorial Guinea",2014,"Social",4,1,110709.523140848,110709.523140848,0,0.75,NA,NA,NA,31765.9,10.3661486663703,11.6146741741684,0,"Equatorial Guinea__2014"
"Equatorial Guinea",2015,"Strategic",3,2,483700770.488527,483700770.488527,0.666666666666667,0.333333333333333,NA,NA,NA,27797.795,10.2327119799862,19.9969770327651,1,"Equatorial Guinea__2015"
"Equatorial Guinea",2016,"Social",4,1,23100532.2224833,23100532.2224833,0,1,NA,NA,NA,24435.064,10.1037744288946,16.95536625845,0,"Equatorial Guinea__2016"
"Equatorial Guinea",2016,"Strategic",2,2,350454019.973433,350454019.973433,0.5,0.5,NA,NA,NA,24435.064,10.1037744288946,19.6747400745883,1,"Equatorial Guinea__2016"
"Equatorial Guinea",2017,"Social",3,2,201897191.91591,201897191.91591,0.333333333333333,0.666666666666667,17,NA,NA,22250.44,10.0101170626798,19.1232691798477,0,"Equatorial Guinea__2017"
"Equatorial Guinea",2017,"Strategic",3,2,541012835.484382,541012835.484382,0.666666666666667,0.333333333333333,17,NA,NA,22250.44,10.0101170626798,20.1089535638571,1,"Equatorial Guinea__2017"
"Equatorial Guinea",2018,"Social",14,4,2206900.64881419,2206900.64881419,0,0.928571428571429,16,NA,NA,20165.48,9.9117275106443,14.6071001209537,0,"Equatorial Guinea__2018"
"Equatorial Guinea",2019,"Social",8,4,620621163.961143,620621163.961143,0.375,0.75,NA,NA,NA,18446.592,9.82263491695952,20.2462314134272,0,"Equatorial Guinea__2019"
"Equatorial Guinea",2019,"Strategic",2,2,107467886.933818,107467886.933818,1,1,NA,NA,NA,18446.592,9.82263491695952,18.4927026440125,1,"Equatorial Guinea__2019"
"Equatorial Guinea",2020,"Social",9,3,2242720.38449413,2242720.38449413,0,1,NA,NA,NA,17089.154,9.74619927225122,14.6232005902248,0,"Equatorial Guinea__2020"
"Equatorial Guinea",2021,"Social",3,3,5760000,5760000,0,1,NA,NA,NA,16821.45,9.73041013670789,15.5664482062832,0,"Equatorial Guinea__2021"
"Equatorial Guinea",2021,"Strategic",1,1,6439074.35,6439074.35,1,1,NA,NA,NA,16821.45,9.73041013670789,15.6778955085795,1,"Equatorial Guinea__2021"
"Eritrea",2013,"Strategic",1,1,120699911.084312,120699911.084312,1,0,20,NA,NA,NA,NA,18.6088179576857,1,"Eritrea__2013"
"Eritrea",2014,"Social",1,1,32342269.2584425,32342269.2584425,0,1,18,NA,NA,NA,NA,17.2918856093538,0,"Eritrea__2014"
"Eritrea",2014,"Strategic",1,1,109159589.816876,109159589.816876,1,1,18,NA,NA,NA,NA,18.5083215053261,1,"Eritrea__2014"
"Eritrea",2015,"Social",2,1,1071323.64844344,1071323.64844344,0,1,18,NA,NA,NA,NA,13.8844064299608,0,"Eritrea__2015"
"Eritrea",2015,"Strategic",1,1,108299592.464368,108299592.464368,1,0,18,NA,NA,NA,NA,18.5004119581726,1,"Eritrea__2015"
"Eritrea",2016,"Strategic",2,1,44424100.4278526,44424100.4278526,0.5,0.5,18,NA,NA,NA,NA,17.6092927050779,1,"Eritrea__2016"
"Eritrea",2017,"Social",5,1,682114.564101332,682114.564101332,0,0.8,20,NA,NA,NA,NA,13.4329543712997,0,"Eritrea__2017"
"Eritrea",2018,"Strategic",3,3,1762940952.16855,1762940952.16855,1,0.333333333333333,24,NA,NA,NA,NA,21.2902492475543,1,"Eritrea__2018"
"Ethiopia",2013,"Strategic",12,11,5585845961.77583,5585845961.77583,0.916666666666667,0.25,33,NA,NA,1696.8651,7.43653776885114,22.443501728503,1,"Ethiopia__2013"
"Ethiopia",2014,"Social",6,4,50786446.4059887,50786446.4059887,0.166666666666667,0.833333333333333,33,NA,NA,1821.3915,7.50735604838296,17.743140093609,0,"Ethiopia__2014"
"Ethiopia",2014,"Strategic",5,5,888364050.048489,888364050.048489,1,0,33,NA,NA,1821.3915,7.50735604838296,20.6048921843397,1,"Ethiopia__2014"
"Ethiopia",2015,"Social",5,1,44779459.1131763,44779459.1131763,0,0.8,33,26.984606,0.34993124,1957.4144,7.57937969766232,17.6172601126347,0,"Ethiopia__2015"
"Ethiopia",2015,"Strategic",5,5,779133513.725139,779133513.725139,1,0,33,26.984606,0.34993124,1957.4144,7.57937969766232,20.4736929816075,1,"Ethiopia__2015"
"Ethiopia",2016,"Social",7,2,164152238.995021,164152238.995021,0.142857142857143,1,34,NA,NA,2084.8403,7.64244753657516,18.9163048478439,0,"Ethiopia__2016"
"Ethiopia",2016,"Strategic",5,5,793108001.614839,793108001.614839,1,0.2,34,NA,NA,2084.8403,7.64244753657516,20.4914699653,1,"Ethiopia__2016"
"Ethiopia",2017,"Social",9,1,24008.9499981006,24008.9499981006,0,0.888888888888889,35,NA,NA,2222.8281,7.70653558303901,10.0862236066684,0,"Ethiopia__2017"
"Ethiopia",2017,"Strategic",6,6,969728641.65255,969728641.65255,1,0.333333333333333,35,NA,NA,2222.8281,7.70653558303901,20.6925268404817,1,"Ethiopia__2017"
"Ethiopia",2018,"Social",8,2,265300441.17364,265300441.17364,0.25,1,34,NA,NA,2311.165,7.74550700538904,19.3963734857995,0,"Ethiopia__2018"
"Ethiopia",2018,"Strategic",3,1,2807452950.53547,2807452950.53547,0.333333333333333,0.666666666666667,34,NA,NA,2311.165,7.74550700538904,21.7555434863013,1,"Ethiopia__2018"
"Ethiopia",2019,"Social",7,2,9808858.65585321,9808858.65585321,0,1,NA,NA,NA,2437.9702,7.7989210868328,16.0987965817525,0,"Ethiopia__2019"
"Ethiopia",2020,"Social",18,16,7435602.05263134,7435602.05263134,0,1,NA,NA,NA,2516.5488,7.83064371804111,15.8217902445577,0,"Ethiopia__2020"
"Ethiopia",2021,"Social",9,8,67302799.9909742,67302799.9909742,0,1,NA,NA,NA,2588.413,7.85880022557816,18.0247124132284,0,"Ethiopia__2021"
"Fiji",2013,"Social",6,4,8095546.47686392,8095546.47686392,0,0.833333333333333,NA,0.3635516,0.36696598,11019.298,9.30740337831848,15.9068247742911,0,"Fiji__2013"
"Fiji",2013,"Strategic",1,1,9172987.82110803,9172987.82110803,0,1,NA,0.3635516,0.36696598,11019.298,9.30740337831848,16.0317737258176,1,"Fiji__2013"
"Fiji",2014,"Social",13,6,1687047.27167156,1687047.27167156,0,0.769230769230769,NA,NA,NA,11621.13,9.36058027180517,14.3384909750319,0,"Fiji__2014"
"Fiji",2015,"Social",9,5,1399434.47616866,1399434.47616866,0,0.888888888888889,NA,NA,NA,12131.092,9.40352702261818,14.1515794819578,0,"Fiji__2015"
"Fiji",2015,"Strategic",1,1,16248408.6680589,16248408.6680589,0,1,NA,NA,NA,12131.092,9.40352702261818,16.6035055953698,1,"Fiji__2015"
"Fiji",2016,"Social",10,3,415809.267735085,415809.267735085,0,0.9,NA,NA,NA,12419.825,9.42704926521107,12.9379843480287,0,"Fiji__2016"
"Fiji",2017,"Social",10,5,14449902.9307023,14449902.9307023,0,0.8,NA,NA,NA,13090.501,9.47964213166275,16.4861983241063,0,"Fiji__2017"
"Fiji",2017,"Strategic",1,1,9784469.62165662,9784469.62165662,0,1,NA,NA,NA,13090.501,9.47964213166275,16.0963070563428,1,"Fiji__2017"
"Fiji",2018,"Social",9,1,24625.1550533187,24625.1550533187,0,1,NA,NA,NA,13612.952,9.51877697146497,10.1115643706588,0,"Fiji__2018"
"Fiji",2019,"Social",7,1,22471.2922452427,22471.2922452427,0,1,NA,1.3182689,0.30706868,13567.474,9.51543058959152,10.0200383735608,0,"Fiji__2019"
"Fiji",2019,"Strategic",1,1,15704286.489487,15704286.489487,0,1,NA,1.3182689,0.30706868,13567.474,9.51543058959152,16.569444321539,1,"Fiji__2019"
"Fiji",2020,"Social",11,8,1919641.87937778,1919641.87937778,0,0.909090909090909,NA,NA,NA,11254.97,9.32856508785527,14.4676497263797,0,"Fiji__2020"
"Fiji",2021,"Social",8,5,1119099.19,1119099.19,0,1,NA,NA,NA,10685.197,9.27661460464459,13.9280355185854,0,"Fiji__2021"
"Gabon",2013,"Strategic",2,2,751631115.666627,751631115.666627,1,0.5,34,NA,NA,19836.455,9.89527668543831,20.4377562252142,1,"Gabon__2013"
"Gabon",2015,"Social",4,2,209080960.388351,209080960.388351,0.5,0.75,34,NA,NA,20147.71,9.91084591327377,19.1582321099826,0,"Gabon__2015"
"Gabon",2015,"Strategic",3,3,191739856.610509,191739856.610509,1,0,34,NA,NA,20147.71,9.91084591327377,19.0716501029953,1,"Gabon__2015"
"Gabon",2016,"Social",4,2,110911137.188635,110911137.188635,0.25,1,35,NA,NA,19988.176,9.9028961777085,18.5242398818007,0,"Gabon__2016"
"Gabon",2016,"Strategic",2,2,182300616.308084,182300616.308084,0.5,1,35,NA,NA,19988.176,9.9028961777085,19.0211676258641,1,"Gabon__2016"
"Gabon",2018,"Social",8,2,63538498.2464056,63538498.2464056,0.125,0.75,31,NA,NA,19225.598,9.86399789922168,17.96715656749,0,"Gabon__2018"
"Gabon",2019,"Social",2,1,40481355.4047153,40481355.4047153,0.5,1,NA,NA,NA,19491.406,9.87772892945842,17.5163520904037,0,"Gabon__2019"
"Gabon",2020,"Social",6,1,72147.6703542259,72147.6703542259,0,1,NA,NA,NA,18681.484,9.8352881518822,11.1864841351233,0,"Gabon__2020"
"Gabon",2020,"Strategic",1,1,56906652.6705097,56906652.6705097,1,1,NA,NA,NA,18681.484,9.8352881518822,17.8569228284729,1,"Gabon__2020"
"Gabon",2021,"Social",4,4,14400000,14400000,0,1,NA,NA,NA,18523.58,9.82679979405489,16.4827388339907,0,"Gabon__2021"
"Gabon",2021,"Strategic",1,1,11764705.8823529,11764705.8823529,1,1,NA,NA,NA,18523.58,9.82679979405489,16.2806146654561,1,"Gabon__2021"
"Gambia",2016,"Social",2,1,53308920.5134231,53308920.5134231,0,1,26,NA,NA,2478.4604,7.8153928399273,17.7916142581202,0,"Gambia__2016"
"Gambia",2017,"Social",7,1,119370.048717733,119370.048717733,0,0.714285714285714,30,NA,NA,2533.1868,7.83723339382813,11.6899919774885,0,"Gambia__2017"
"Gambia",2017,"Strategic",1,1,98749725.4449498,98749725.4449498,0,1,30,NA,NA,2533.1868,7.83723339382813,18.4080991915639,1,"Gambia__2017"
"Gambia",2018,"Social",5,1,315677.910875354,315677.910875354,0,1,37,NA,NA,2651.4329,7.88285548982665,12.6624808711597,0,"Gambia__2018"
"Gambia",2019,"Social",9,3,381796.04427828,381796.04427828,0,0.888888888888889,NA,NA,NA,2750.8213,7.91965480061768,12.8526444486992,0,"Gambia__2019"
"Gambia",2020,"Social",13,4,327343.850071204,327343.850071204,0,0.846153846153846,NA,17.242134,0.38757205,2702.319,7.90186557224731,12.6987694815665,0,"Gambia__2020"
"Gambia",2021,"Social",5,5,9424322.09710982,9424322.09710982,0,1,NA,NA,NA,2777.7961,7.92941312249236,16.0588044687839,0,"Gambia__2021"
"Georgia",2014,"Social",3,1,5390378.20974042,5390378.20974042,0,0.333333333333333,52,6.127039,0.37554133,14475.313,9.58019992569618,15.5001262947222,0,"Georgia__2014"
"Georgia",2016,"Social",2,1,10661784.1026846,10661784.1026846,0,0.5,57,4.9133716,0.3663965,15442.956,9.64490825603161,16.1821764207204,0,"Georgia__2016"
"Georgia",2017,"Social",1,1,8526432.05126664,8526432.05126664,0,1,56,6.2298656,0.37939596,16237.624,9.69508629759327,15.958681666862,0,"Georgia__2017"
"Georgia",2020,"Social",3,2,1121080.98299647,1121080.98299647,0,1,NA,5.8068676,0.3446499,17031.145,9.74279900568903,13.9298048331861,0,"Georgia__2020"
"Ghana",2013,"Social",6,3,177057560.403343,177057560.403343,0.166666666666667,0.833333333333333,46,NA,NA,5593.775,8.62940965128692,18.9919854433388,0,"Ghana__2013"
"Ghana",2014,"Social",4,2,927285.431931238,927285.431931238,0,1,48,NA,NA,5619.0723,8.63392185808761,13.7400177848806,0,"Ghana__2014"
"Ghana",2014,"Strategic",4,4,191663624.923136,191663624.923136,0.5,0.5,48,NA,NA,5619.0723,8.63392185808761,19.0712524452188,1,"Ghana__2014"
"Ghana",2015,"Social",7,3,23923735.4758644,23923735.4758644,0,1,47,NA,NA,5607.366,8.63183636954174,16.9903816820326,0,"Ghana__2015"
"Ghana",2016,"Social",7,2,1322693.74120072,1322693.74120072,0,0.857142857142857,43,25.208553,0.43512443,5666.078,8.64225244662116,14.0951816841997,0,"Ghana__2016"
"Ghana",2016,"Strategic",6,6,832387736.227003,832387736.227003,1,0,43,25.208553,0.43512443,5666.078,8.64225244662116,20.539808920548,1,"Ghana__2016"
"Ghana",2017,"Social",7,1,17052864.1025332,17052864.1025332,0,1,40,NA,NA,5993.631,8.69845268442006,16.6518287887808,0,"Ghana__2017"
"Ghana",2017,"Strategic",4,2,110965896.260586,110965896.260586,0.5,0.5,40,NA,NA,5993.631,8.69845268442006,18.5247334801846,1,"Ghana__2017"
"Ghana",2018,"Social",18,11,132192915.920095,132192915.920095,0.0555555555555556,1,41,NA,NA,6234.512,8.73785558720823,18.6997729054298,0,"Ghana__2018"
"Ghana",2018,"Strategic",12,11,702648509.283756,702648509.283756,0.833333333333333,0.916666666666667,41,NA,NA,6234.512,8.73785558720823,20.370367339369,1,"Ghana__2018"
"Ghana",2019,"Social",8,4,338735525.906326,338735525.906326,0.125,0.875,NA,NA,NA,6508.2466,8.7808253594465,19.6407302042457,0,"Ghana__2019"
"Ghana",2019,"Strategic",5,4,391339918.430847,391339918.430847,0.6,0.6,NA,NA,NA,6508.2466,8.7808253594465,19.785087099434,1,"Ghana__2019"
"Ghana",2020,"Social",21,15,311196569.879425,311196569.879425,0.0952380952380952,1,NA,NA,NA,6412.6855,8.76603341693587,19.5559353311828,0,"Ghana__2020"
"Ghana",2020,"Strategic",3,3,378579845.667743,378579845.667743,1,0,NA,NA,NA,6412.6855,8.76603341693587,19.7519375641228,1,"Ghana__2020"
"Ghana",2021,"Social",2,1,1000000,1000000,0,1,NA,NA,NA,6607.503,8.79596110050785,13.8155115579638,0,"Ghana__2021"
"Grenada",2014,"Social",8,3,233793.04968315,233793.04968315,0,1,NA,NA,NA,14296.709,9.56778464990162,12.3621958772392,0,"Grenada__2014"
"Grenada",2016,"Social",4,1,9213.81757872112,9213.81757872112,0,1,56,NA,NA,15650.412,9.65825252150037,9.12856807378439,0,"Grenada__2016"
"Grenada",2017,"Social",6,1,64442773.4434733,64442773.4434733,0,1,52,NA,NA,16301.473,9.69901075081006,17.9812881700246,0,"Grenada__2017"
"Grenada",2017,"Strategic",2,1,78613703.5126785,78613703.5126785,0.5,1,52,NA,NA,16301.473,9.69901075081006,18.1800565998686,1,"Grenada__2017"
"Grenada",2019,"Social",7,4,133163.213305142,133163.213305142,0,1,NA,NA,NA,17047.355,9.74375033871265,11.7993383321102,0,"Grenada__2019"
"Grenada",2019,"Strategic",3,2,55179506.5133184,55179506.5133184,0,1,NA,NA,NA,17047.355,9.74375033871265,17.8261022016197,1,"Grenada__2019"
"Grenada",2020,"Social",11,5,549899.723547155,549899.723547155,0,1,NA,NA,NA,14656.721,9.59265428057288,13.2174930382746,0,"Grenada__2020"
"Grenada",2020,"Strategic",1,1,620465.001326332,620465.001326332,0,1,NA,NA,NA,14656.721,9.59265428057288,13.3382260897426,1,"Grenada__2020"
"Grenada",2021,"Social",13,5,828114.5,828114.5,0,0.846153846153846,NA,NA,NA,15298.123,9.63548542011619,13.6269079163928,0,"Grenada__2021"
"Guinea",2013,"Strategic",2,1,377497432.190328,377497432.190328,0.5,0.5,24,NA,NA,2802.56,7.93828856417298,19.7490743271344,1,"Guinea__2013"
"Guinea",2014,"Social",11,1,5535476.15704244,5535476.15704244,0,1,25,NA,NA,2834.9663,7.94978532896598,15.5266883276437,0,"Guinea__2014"
"Guinea",2015,"Social",9,1,17956.4091132632,17956.4091132632,0,1,25,NA,NA,2869.8516,7.96201560009972,9.79575807272291,0,"Guinea__2015"
"Guinea",2015,"Strategic",1,1,87609924.8579158,87609924.8579158,1,0,25,NA,NA,2869.8516,7.96201560009972,18.288404858368,1,"Guinea__2015"
"Guinea",2017,"Social",8,2,22595044.9358565,22595044.9358565,0,0.75,27,NA,NA,3332.7659,8.1115578388173,16.9332412338353,0,"Guinea__2017"
"Guinea",2018,"Social",5,1,277911685.709062,277911685.709062,0.2,1,28,13.8201,0.29591954,3455.645,8.14776440474049,19.4428139474775,0,"Guinea__2018"
"Guinea",2018,"Strategic",8,5,1943378672.61806,1943378672.61806,0.875,0.625,28,13.8201,0.29591954,3455.645,8.14776440474049,21.3876938795614,1,"Guinea__2018"
"Guinea",2019,"Social",4,1,33706938.3678641,33706938.3678641,0,1,NA,NA,NA,3557.4624,8.1768027606882,17.3332142900852,0,"Guinea__2019"
"Guinea",2020,"Social",4,1,551270.74437842,551270.74437842,0,1,NA,NA,NA,3630.9934,8.1972615537316,13.2199831505497,0,"Guinea__2020"
"Guinea",2020,"Strategic",1,1,926974711.981541,926974711.981541,1,0,NA,NA,NA,3630.9934,8.1972615537316,20.647436844821,1,"Guinea__2020"
"Guinea",2021,"Social",5,3,9000000,9000000,0,1,NA,NA,NA,3738.8052,8.22652137412805,16.0127352464116,0,"Guinea__2021"
"Guinea-Bissau",2013,"Social",2,1,5151833.17677515,5151833.17677515,0,1,19,NA,NA,2131.8306,7.664736326219,15.4548633600634,0,"Guinea-Bissau__2013"
